Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
San Francisco Ethics Commission: Candidates and Officeholders - Forms and Manuals,"2,889","1,885",0:02:23,621,52.66,34.75
Office of Economic and Workforce Development : Contact Us,"2,889","2,428",0:01:33,573,84.99,51.33
"Mayor's Office of Housing : BMR Unit: 199 Tiffany Avenue, Unit 411","2,885","2,344",0:01:20,591,86.29,31.75
San Francisco Public Works : Major Encroachment Permits,"2,882","1,279",0:00:59,791,11.63,25.09
Controller : Related Sites,"2,880","2,280",0:01:08,956,91.53,55.59
Mission Bay Pavilion Project,"2,878","2,090",0:01:29,"1,735",58.16,54.07
City and County of San Francisco : Authentication of SFDPH Birth & Death Certificate,"2,877","2,320",0:02:09,"1,069",71.19,46.02
Controller : eMerge PeopleSoft Assistance,"2,876","2,693",0:01:41,"2,272",92.47,81.19
SFERS : Full Board,"2,876","2,275",0:00:35,917,95.97,39.39
Mayor's Office of Housing and Community Development : First Responders Down Payment Assistance Loan Program (FRDALP),"2,871","2,577",0:02:20,"1,318",83.16,53.19
San Francisco Public Works : General Excavation,"2,871","1,300",0:00:53,965,15.65,35.35
San Francisco Police Department : Documents / Schedule,"2,869","2,212",0:00:20,628,91.88,27.33
San Francisco Police Department : Financial Crimes Unit (Fraud),"2,869","2,504",0:03:17,"2,229",82.19,76.4
City and County of San Francisco : Authentication of San Francisco Notaries,"2,867","2,113",0:02:12,925,67.46,44.51
Board of Supervisors : Inauguration,"2,865","2,353",0:01:38,"1,012",81.32,48.9
City and County of San Francisco : San Francisco Floodplain Management Program,"2,865","2,194",0:02:52,"2,001",77.21,70.37
2015 San Francisco Point In Time Homeless Count | Local Homeless Coordinating Board,"2,864","2,472",0:02:21,"2,150",69.81,73.53
Events | Department of Building Inspection,"2,859","2,206",0:01:12,902,36.59,21.86
Mayor's Office of Housing and Community Development : Extended Middle Income Unit: 1400 Mission,"2,858","2,491",0:03:55,"2,411",85.03,81.25
Film Commission : SF Locations,"2,857","2,212",0:00:32,393,73.79,20.76
"City and County of San Francisco : Commissions, Committees, Task Forces","2,854","2,082",0:00:32,123,50.41,12.96
Commission Overview | Human Rights Commission,"2,846","2,040",0:01:06,194,57.95,23.75
San Francisco Police Department : Investigations 1: Lost and Found,"2,844","2,480",0:03:16,"2,308",80.33,75.77
San Francisco Rent Board : Statistics,"2,842","1,963",0:00:31,880,25.23,21.85
Office of the Mayor : About Bevan Dufty,"2,840","2,444",0:01:34,"1,720",55.7,47.96
San Francisco Department of Human Resources : Clerical Candidate Handbook,"2,839","2,412",0:01:41,401,53.37,27.26
San Francisco Port Department : Community Advisory Groups,"2,836",981,0:00:26,237,1.27,12.8
San Francisco Rent Board : PART 6 - RENT INCREASE JUSTIFICATIONS,"2,835","2,440",0:05:16,769,75.29,60.53
San Francisco Public Works : Tree Maintenance Transfer Plan,"2,831","1,343",0:01:07,726,15.84,30.55
Film Commission : Fees,"2,825","2,325",0:02:54,646,83.9,51.22
Mayor's Office of Housing and Community Development : Multifamily Units: 1100 Ocean Avenue,"2,822","2,429",0:01:35,648,78.4,33.73
San Francisco 311 : Centralized Commission Database,"2,822","2,154",0:03:21,"2,076",78.85,70.73
Major Phase 1 Approved Application - May 2015 | Treasure Island Development Authority,"2,821","1,085",0:01:55,142,49.65,19.82
City and County of San Francisco : Forms & Resources,"2,818","1,942",0:02:04,160,50.62,25.73
San Francisco 311 : City Tree Maintenance,"2,818","2,311",0:03:23,"1,194",74.37,64.8
Mayor's Office of Housing : Community Development Home,"2,817","2,281",0:01:52,"1,380",67.61,52.5
San Francisco Department of Emergency Management : About,"2,812","2,202",0:00:33,480,78.33,21.55
San Francisco Port Department : Pier 70 Area - Preferred Master Plan,"2,804","1,161",0:00:45,485,5.36,21.83
City and County of San Francisco : Tax Credits and Incentive Programs,"2,802","1,536",0:01:39,"1,493",57.4,51.43
Dog License | Treasurer & Tax Collector,"2,800","2,148",0:02:33,"1,815",69.29,67.21
On-Island Wineries | Treasure Island Development Authority,"2,795","1,575",0:01:34,436,68.12,33.49
San Francisco Ethics Commission: Information for Statement of Economic Interests (SEI) (Form 700),"2,791","1,732",0:03:29,561,62.57,44.89
Section 37.9 Evictions | Rent Board,"2,789","2,337",0:04:36,"1,127",68.23,56.76
Birth & Death | Office of the County Clerk,"2,786","1,907",0:00:11,48,29.17,3.7
Office of the Mayor : Education,"2,778","2,236",0:01:14,872,71.9,40.78
San Francisco Public Works : CULCOP,"2,757","1,408",0:00:35,"1,061",16.31,40.15
San Francisco Rent Board : Annual Rent Increase for 3/1/13 – 2/28/14 Announced,"2,755","2,444",0:01:48,"2,182",62.33,57.46
Board of Supervisors : Forms & Documents,"2,754","1,985",0:01:24,283,86.22,34.82
San Francisco Police Department : ALERT,"2,747","2,466",0:02:23,"1,773",86.91,67.97
San Francisco Port Department : Waterfront Plan Update,"2,747","1,026",0:00:46,733,5.87,28.03
Film Commission : Permit FAQs,"2,745","2,169",0:01:46,572,74.13,32.5
San Francisco Police Department : Police Internship Program,"2,745","2,458",0:02:20,"1,627",79.72,63.53
San Francisco Fire Department : 2.11 Submittal Guidelines for Emergency Evacuation Signs,"2,742","2,503",0:03:53,"2,383",89.84,86.36
Annual Business Registration Renewal Due | Treasurer & Tax Collector,"2,741","2,180",0:00:45,538,4.83,10.8
San Francisco 311 : Police - Non-Emergency Reports - All Matters,"2,740","2,108",0:01:56,"1,998",80.03,70.62
2014 Annual Gross Receipts Tax and Payroll Expense Tax Return Extensions | Treasurer & Tax Collector,"2,732","2,246",0:02:42,371,56.87,27.67
San Francisco Port Department : Monthly Sales & Rent Reports,"2,730","1,150",0:00:46,768,6.12,36.01
Mayor's Office of Housing and Community Development : Funding Information and Grants Management,"2,728","2,203",0:01:20,777,87.77,42.74
Reports & Plans | Treasurer & Tax Collector,"2,727","1,362",0:01:21,388,47.42,28.75
San Francisco Public Works : CCSF Geodetic Network,"2,727","1,047",0:00:56,856,4.91,28.86
ePayments & Info | Treasurer & Tax Collector,"2,725","1,919",0:02:08,599,35.73,26.13
Shelter Monitoring Committee,"2,721","1,962",0:00:39,"1,235",26.96,22.38
City and County of San Francisco : Step 1. Structure Your Business,"2,720","2,202",0:02:57,"1,657",61.38,52.17
San Francisco Police Department : Mission Statement,"2,719","2,371",0:03:37,"1,716",83.51,67.16
City and County of San Francisco : e-Procurement,"2,718","1,898",0:00:43,187,42.25,18.87
City and County of San Francisco : SF District Maps & Data,"2,715","1,562",0:01:05,"1,335",58.65,47.59
Controller : FAMIS Accounting Training Materials,"2,711","2,441",0:03:24,"2,073",88.66,78.42
Office of the Mayor : Descriptions of Offices Under the Mayor,"2,710","2,094",0:02:10,"1,594",72.65,60.7
On-Island Directory | Treasure Island Development Authority,"2,696","2,164",0:01:37,605,72.73,42.77
San Francisco 311 : Employment Opportunities,"2,692","2,075",0:01:12,"1,064",70.96,53.9
Mayor's Office of Housing : New BMR Units: 1515 15th Street (Fifteen Fifteen),"2,690","2,352",0:01:21,508,88.78,27.73
City and County of San Francisco : Community Challenge Grant Program,"2,689","2,173",0:01:30,"1,866",51.07,46.3
TIDA Board of Directors | Treasure Island Development Authority,"2,689","2,111",0:01:00,586,53.92,27.85
Board of Supervisors : Land Use & Economic Development Committee,"2,675","2,098",0:00:51,"1,643",39.01,30.69
San Francisco 311 : SRO Hotel Resources,"2,675","1,958",0:03:00,"1,887",72.87,68.37
San Francisco Port Department : Business Opportunities at the Port,"2,675","1,067",0:00:29,147,6.8,11.55
What's New | Rent Board,"2,675","1,356",0:00:41,161,24.53,8
San Francisco Rent Board : New Ordinance Amendment Regulating Buyout Agreements,"2,672","2,246",0:03:37,"1,236",68.28,53.56
City and County of San Francisco : Mayor's Disability Council,"2,668","1,873",0:00:45,603,46.6,20.31
City and County of San Francisco : South Light Court,"2,668","2,218",0:00:17,148,50.68,8.47
San Francisco Public Works : Adopt-A-Street Program,"2,665","1,347",0:01:00,971,23.79,37.15
SFERS : Retirement Benefits,"2,665","2,029",0:01:13,974,67.04,34.37
City and County of San Francisco : I. Employer Recordkeeping Requirements,"2,664","2,018",0:01:25,159,44.03,15.88
San Francisco Public Works : Litter,"2,664","1,207",0:00:34,641,22.78,27.33
Controller : CCSF ePayroll FAQs - Frequently Asked Questions,"2,663","2,318",0:01:40,"1,008",70.14,47.43
San Francisco Department of Human Resources : Rule 115 Program,"2,661","2,453",0:01:21,"2,006",74.68,62.68
San Francisco Public Works : Concrete Contractors,"2,657","1,332",0:01:00,869,19.33,41.1
San Francisco 311 : About 311,"2,656","2,171",0:00:50,323,71.21,29.59
Mayor's Office of Housing and Community Development : Homeowners,"2,654","2,282",0:00:55,496,85.69,29.8
San Francisco 311 : Veterans Resources,"2,653","1,947",0:02:35,"1,889",75.91,69.36
Prior Year Business Tax Forms | Treasurer & Tax Collector,"2,651","2,031",0:01:54,205,46.83,21.92
"Mayor's Office of Housing and Community Development : Documents, Reports and Forms","2,647","2,199",0:01:21,817,78.09,38.69
San Francisco : Health Department,"2,643","2,201",0:02:04,"2,052",79.39,75.63
SFERS : Retirement Services,"2,642","1,980",0:00:25,902,82.26,33.04
City and County of San Francisco : State Elected Officials,"2,628","2,077",0:03:05,"1,673",73.4,62.63
San Francisco Fire Department : Deputy Chief of Administration,"2,624","1,930",0:00:34,569,87.52,24.09
History of Treasure and Yerba Buena Islands | Treasure Island Development Authority,"2,621","2,042",0:01:07,783,64.92,42.27
Film Commission : Filming Guidelines,"2,617","2,169",0:02:27,"1,275",78.12,55.52
Office of the Mayor : Shared Prosperity,"2,617","2,233",0:02:39,"1,147",86.22,62.25
San Francisco Police Department : Vehicle Towing Rights,"2,616","2,268",0:03:37,"1,950",80.15,74.27
Controller : 2014 CAFR,"2,615","2,431",0:04:43,"1,793",88.34,82.83
Mayor's Office of Housing and Community Development : City Second Loan Program,"2,614","2,360",0:02:17,742,79.92,44.3
Office of Economic and Workforce Development : Community Benefit Districts,"2,610","1,849",0:01:11,"1,346",61.96,43.64
Mayor's Office of Housing and Community Development : Lenders/Escrow,"2,608","2,421",0:01:54,"1,161",86.91,52.61
San Francisco Port Department : Harbor Services,"2,608","1,064",0:00:23,224,0.45,15.41
City and County of San Francisco : Programs and Projects,"2,606","1,964",0:00:21,119,72.27,12.89
San Francisco Public Works : Potrero Streetscape Improvements,"2,597","1,334",0:00:45,"1,155",26.15,43.82
San Francisco Public Works : Banner Permit,"2,595","1,221",0:00:50,"1,073",15.1,40.77
"Mayor's Office of Housing and Community Development : BMR Resale Unit: 888 7th Street, Unit 134","2,591","2,155",0:01:58,832,70.67,43.15
Mayor's Office of Housing and Community Development : Multifamily Units: 2175 Market Street,"2,588","2,185",0:01:43,522,79.5,28.63
San Francisco Rent Board : Topic No. 256: Parking and Storage Spaces as Housing Services,"2,586","2,301",0:02:19,982,74.54,43.58
Board of Supervisors : Request Information,"2,584","1,945",0:02:00,295,68.81,34.21
"Mayor's Office of Housing and Community Development : Developers, Property & Asset Managers","2,580","2,135",0:00:43,551,92.74,32.67
San Francisco Fire Department : Learn More about the EMS Division,"2,579","2,299",0:02:42,"1,968",78.35,72
San Francisco Port Department : Alcatraz,"2,578","1,081",0:00:24,330,11.52,21.88
Division Head Directors | Juvenile Probation Department,"2,577","1,486",0:00:36,164,41.46,14.44
Other Services | Department of Building Inspection,"2,574","1,844",0:00:44,79,57.69,13.83
Contact Us | Office of Citizen Complaints,"2,573","2,022",0:01:55,641,71.54,55.38
Code Enforcement Outreach Program (CEOP) | Department of Building Inspection,"2,569","2,069",0:01:28,"1,114",48.88,35.31
City and County of San Francisco : Property Book,"2,565","1,940",0:01:29,"1,123",72.13,47.52
San Francisco Fire Department : NERT Documents and Forms,"2,565","1,630",0:01:50,666,67.27,38.71
City and County of San Francisco : Policies and Procedures,"2,561","2,045",0:00:44,95,52.63,14.6
San Francisco Police Department : Department News and Updates : Active Shooter/ Robbery Suspect at St. Luke's Hospital in Mission District Shot & Killed by Responding Officers,"2,561","2,486",0:02:14,"2,436",94.46,92.82
San Francisco Department of Human Resources : HR Forum-UNPUBLISHED,"2,559","2,198",0:01:47,"1,960",63.27,56.23
San Francisco Public Works : Public Right-of-Way for Conformity to City Standards,"2,554","1,230",0:00:54,599,14.52,30.11
City and County of San Francisco : News,"2,552","1,465",0:00:38,213,69.01,17.91
San Francisco Police Department : FAQ,"2,551","2,336",0:02:48,"1,739",76.88,68.72
Board of Supervisors : LAFCO,"2,550","2,030",0:02:46,"1,421",52.36,39.69
San Francisco Department of Emergency Management : Tuesday Noon Siren,"2,548","2,281",0:01:52,"2,004",82.29,74.49
Office of the City Administrator,"2,541","1,546",0:01:45,"1,217",51.77,39.28
Board of Directors | Treasure Island Development Authority,"2,538","1,640",0:00:24,136,19.12,22.18
Film Commission : Location Library,"2,533","2,053",0:02:36,372,88.71,50.57
City and County of San Francisco : Search Unidentified Persons,"2,532","1,768",0:00:34,392,54.34,23.26
City and County of San Francisco : Photo Gallery - City Hall Interior,"2,530","2,161",0:01:28,381,78.48,44.7
Policy Prohibiting Violence In The Workplace | Civil Service Commission,"2,528","2,124",0:06:48,"2,026",84.25,81.57
City and County of San Francisco : H. Employer Notice-Posting Requirement,"2,526","1,989",0:02:01,340,34.71,23.24
For Property Owners | Department of Building Inspection,"2,523","2,010",0:02:38,202,60.7,35.04
SFGov : SuperBowl50,"2,512",522,0:01:42,379,45.38,14.29
City and County of San Francisco : Sidewalk Obstruction Policies Sections 22500(f) CVC AND 675(b) MPC,"2,506","2,261",0:04:33,"2,243",88.9,87.39
"Board of Supervisors : Sunshine Ordinance,Section 67","2,505","1,736",0:00:23,926,47.62,24.23
City and County of San Francisco : FAQs - Frequently Asked Questions,"2,505","2,209",0:01:14,691,86.54,39.24
San Francisco Rent Board : 2015,"2,504","1,791",0:02:18,179,73.74,32.83
Film Commission : SF Filmography,"2,503","2,074",0:03:09,"1,545",84.85,70.36
Film Commission : Film Office Staff,"2,502","2,040",0:02:20,606,79.7,52.24
Mayor's Office of Housing : New BMR Units: 415 De Haro Street (Onyx),"2,502","2,219",0:01:23,518,85.33,29.18
San Francisco Fire Department : SF Firefighters Toy Program,"2,501","2,166",0:01:26,"1,444",78.74,58.58
San Francisco Rent Board : Topic No. 352: Substantial Decrease in Housing Services Petitions,"2,499","2,230",0:03:00,"1,439",68.03,53.22
City and County of San Francisco : Voter Education Materials,"2,497","1,624",0:01:28,"1,005",44.38,31.88
Topic No. 257: Minimum Heat Requirements | Rent Board,"2,497","2,241",0:03:22,"1,813",83.02,72.53
Committee on Information Technology : Budget and Performance Sub-Committee,"2,491","1,918",0:00:20,738,37.53,16.98
San Francisco Port Department : A Field Guide to 100 Birds of Heron's Head,"2,490","1,057",0:00:32,325,13.54,20.2
San Francisco Public Works : Major Buildings,"2,487","1,965",0:01:12,667,83.51,37.35
San Francisco 311 : Homeless Issues - All Matters,"2,486","1,839",0:00:20,"1,019",30.72,19.19
City and County of San Francisco : Small Business Commission,"2,484","1,954",0:00:45,"1,007",34.56,23.95
San Francisco 311 : Phone,"2,480","2,238",0:01:40,239,95.82,49.15
Bicycle Advisory Committee,"2,479","1,978",0:00:39,"1,278",18.64,17.55
San Francisco Ethics Commission: Statements of Incompatible Activities,"2,476","1,936",0:03:25,"1,444",82.13,69.51
San Francisco Public Works : Recycle Your Junk and Bulky Item Collection Information,"2,475","1,209",0:00:36,922,30.91,37.94
City and County of San Francisco : Learn About Opportunities,"2,474","1,739",0:01:39,543,60.04,37.79
San Francisco Port Department : Special Events at the Port,"2,474",944,0:00:30,439,26.2,25.91
Juvenile Hall | Juvenile Probation Department,"2,468","1,794",0:00:50,504,45.24,26.94
San Francisco 311 : Tree Maintenance - Property Owner Responsibility,"2,463","1,895",0:03:48,"1,848",74.68,73.08
Controller : About Us,"2,457","1,623",0:01:07,595,77.98,30.12
City and County of San Francisco : Notary Oath Filing,"2,446","1,963",0:02:42,"1,155",73.07,60.06
